riddle,answer
"A boy walks downstairs on christmas morning in his foster parents house(the foster parents are rich).  They have a 50 foot christmas tree outside, and the floor is an ocean of presents.  There is a gold-platinum-diamond statue of Jesus, and huge exspensive Christmas decor.  The foster parents spent all of their holiday money on Christmas presents, decor, tree, lights and much more. Why was the kid upset?",boy was jewish
"imagine you are in a box, it is sealed and made out of metal.  there is no locks windows or small holes in the box. youbrought nothing and it is hardly able to get out.  but how can you get out?",stop imaginating
you have to get ten cows into these train caridges.    [ ]-[ ]-[ ]-[ ]-[ ]-[ ]-[ ]   there is only one cow allowed in each caridge you are NOT alowed to leave or kill any cows. ,tencows toote toote 
a men and a women were in a car the man stoped and locked all the doors and went to a store when he came bac the women was dead and a person tat he never saw before was there. What happened to the women?,women had a baby
"you leave town on friday, you leave the next town on friday you go home on friday.  How is this possible?",you named your horse friday
"A man while looking at a photograph said, ""Brothers and sisters have I none.  That man's father is my father's son. "" Who was the person in the photograph?",that mans son
"A dusty old cowboy rode into town on Tuesday.  He stayed at the Inn for three days and three nights, then rode out again on Tuesday.  How is this possible?",horses name is tuesday
"A man wants to travel to new york from miami on horse, this travel would normally take about seven days, but yet he left on tuesday and arrived on tuesday, how can this be",horses name is tuesday
"A father and a son were in the same car and got into a car crash.  They were both injured so they were taken to the hospital, but the father went into a hospital in a different city and the son went to a hospital a few minutes away.  The son needed surgery, so the surgeon walked in and said I cant give him surgery he is my son.  Who was the doctor?",mother
There is a big indian and a little indian.  The little indian is the big indians son but the big indian is not the little indians father.  What is the big indian?,mother
why does the teacher wear sun glasses when she comes to the class. ,because the students are bright
What's the word inside the riddle?,iddl
One gate which we Cant Enter,colgate paste
what goes oh oh oh,santa walking backward
i am a big rectangular box and you may come to me when a grumblng noise sounds,im a fridge
"i have a green nose, three red mouths, and four purple ears.  what am i",ugly
"What do you call something that is slimy, has ten heads and warts?",ugly
What insect does a blacksmith manufacture?,he makes the firefly
"Who smells, is cute, and is good at what they do?",soccer player
"I am used to bat with, yet I never get a hit.   I am near a ball, yet it is never thrown.   What am I?",your eyelashes
To open the door to be let in.   You need this good breathing apparatus. ,respirator
"I cannot be felt, seen or touched;    Yet I can be found in everybody;    My existence is always in debate;    Yet I have my own style of music.     What Am I?",im a soul
"forever foe to what is wrong,  men rage if i be lost by theft;  i am what justice works to bring,  And all you have when nothings left",rights
what kind of shoes don't go on your feet?,tissues
how many dwarfs are ther in the fairy tale story of Sleeping Beauty?,none    only snowhite has dwarfs
No matter how small is the compadre   He can climb a coconut tree. ,ant
How many animals did Moses take on his ark?,nonenoah build the ark
What did the pizza slice say to the other one to move?,pizza hut
Look at the Roman Numeral IX.  Add a symbol to it to make the number 6. ,sixsix
"I wear a suspender that comes from above, while most of my clients wear boots and wear gloves.   I thrive in the white, be it man made or not, but I don't get much use when the wheather gets hot.   What am I?",im a ski lift
"I act like a lamp, but i have the sound of a bee. What am I?",bright
"Little Nanny Etticoat, in a white petticoat, and a red nose; the longer she stands, the shorter she grows.  What is she?",she is a candle
"A GIRL A HORSE AND A DOG CAME TO A BRIDGE.  THE GIRL RODE HER HORSE ACROSS THE BRIDGE,YET WALKED.  HOW IS THIS POSSIBLE?",dogs name is yet
"We are a pair,  We can dart here and there,  Though we always stay in one place.   We can smile or shed tears,  Show our pleasure or fears,  And you'll find us on everyone's face.   What are we?",two eyes
"i like honey and i dont like bee's, im am yellow-brown , what am i?",winnie the pooh 
"Death and Decay     A room with no windows or doors Walks in the night, grows in a day, Is found where there is death and decay. ",mushrooms
When you are wrong   Im not right   When your turn left   I go right   I know what your feeling   I know when you been bad   I may have no arms   But I carry just as much as you can   What am I?,your brain
ok your thhe bus driver there were 20 kids on the bus the first stop 2 kids get on but 5 kids get off. the second stop 3 kids get off but 1 gets on the third stop 8 kids get off but only 3 kids get off.  whos the bus driver?,you are the bus driver
What do you call a chicken with bad sunburn?,fried chicken
"My author's uncertain yet my title's the same,  I contain random text yet order's my aim.   Read me one day and see my pages are totally bare.   Try again another day and the words will be there.   I'm not a book of magic although it may sound,  I can predict the future, and inside, your life can be found.   Move my eye, I become involved in lactic extraction.   But that's just a clue , a minor distraction.    What am I?",diary
what is a girls book thet a boy can never read,diary
"What has six faces,  But does not wear makeup.   It also has twenty-one eyes,  But cannot see?", sixsided die
What did the babycorn say to the mamacorn?,wheres popcorn
"I am small and round lying on the cold, cold ground.  People come and step on me that's why I'm so cracked you see.  What am I?",acorn
